81,ZUBAT,POISON,5,4,3,4,6,100,UN,null
82,GOLBAT,POISON,8,7,7,8,9,100,KS,null
83,CROBAT,POISON,9,8,7,8,13,100,KA,null
84,CLEFFA,NORMAL,3,3,5,6,2,100,HO,null
85,CLEFAIRY,NORMAL,5,5,6,7,4,100,SI,null
86,CLEFABLE,NORMAL,7,7,9,9,6,100,UN,null
87,IGGLYBUFF,NORMAL,3,2,4,2,2,100,KS,null
88,JIGGLYPUFF,NORMAL,5,2,5,3,2,100,KS,TR051
89,WIGGLYTUFF,NORMAL,7,5,8,5,5,100,KA,null
90,HAPPINY,NORMAL,1,1,2,7,3,100,JO,null
91,CHANSEY,NORMAL,1,1,4,11,5,100,HO,null
92,BLISSEY,NORMAL,1,1,8,14,6,100,SI,null
93,WHISMUR,NORMAL,5,2,5,2,3,100,UN,null
94,LOUDRED,NORMAL,7,4,7,4,5,100,KS,null
95,EXPLOUD,NORMAL,9,6,9,6,7,100,KA,null
96,LILLIPUP,NORMAL,6,5,3,5,6,100,JO,null
97,HERDIER,NORMAL,8,7,4,7,6,100,HO,null
98,STOUTLAND,NORMAL,10,9,5,9,8,100,SI,null
99,PORYGON,NORMAL,6,7,9,8,4,100,UN,null
100,PORYGON2,NORMAL,8,9,11,10,6,100,KS,null
101,PORYGON Z,NORMAL,8,7,14,8,9,100,KA,null
102,SLAKOTH,NORMAL,6,6,4,4,3,100,JO,null
103,VIGOROTH,NORMAL,8,8,6,6,9,100,HO,null
104,SLAKING,NORMAL,16,10,10,7,10,100,SI,null
105,ODDISH,GRASS,5,6,8,7,3,100,UN,null
106,GLOOM,GRASS,7,7,9,8,4,100,KS,null
107,VILEPLUME,GRASS,8,9,10,9,5,100,KA,null
108,BELLOSSOM,GRASS,8,9,9,10,5,100,JO,null
109,BELLSPROUT,GRASS,8,4,7,3,4,100,HO,null
110,WEEPINBELL,GRASS,9,5,9,5,6,100,SI,null
111,VICTREEBEL,GRASS,11,7,10,6,7,100,UN,null
112,HOPPIP,GRASS,4,4,4,6,5,100,KS,null
113,SKIPLOOM,GRASS,5,5,5,7,5,100,KA,null
114,JUMPLUFF,GRASS,6,7,6,9,11,100,JO,null
115,LOTAD,WATER,3,3,4,5,3,100,UN,null
116,LOMBRE,WATER,5,5,6,7,5,100,KS,null
117,LUDICOLO,WATER,7,7,9,10,7,100,KA,null
118,SEEDOT,GRASS,4,5,3,3,3,100,HO,null
119,NUZLEAF,GRASS,7,4,6,4,6,100,SI,null
120,SHIFTRY,GRASS,10,6,9,6,8,100,UN,null
121,BUDEW,GRASS,3,4,5,7,6,100,KS,null
122,ROSELIA,GRASS,6,5,10,8,7,100,KA,null
123,ROSERADE,GRASS,7,6,13,11,9,100,JO,null
124,PICHU,ELECTRIC,4,2,4,4,6,100,KA,TR003
125,PIKACHU,ELECTRIC,6,3,5,4,9,100,KA,TR000
126,RAICHU,ELECTRIC,9,6,9,8,10,100,SI,TR032
127,MAGNEMITE,ELECTRIC,4,7,10,6,5,100,UN,TR040
128,MAGNETON,ELECTRIC,6,10,12,7,7,100,KS,TR050
129,MAGNEZONE,ELECTRIC,7,12,13,9,6,100,HO,TR019
130,MAREEP,ELECTRIC,4,4,7,5,4,100,JO,null
131,FLAAFFY,ELECTRIC,6,6,8,6,5,100,HO,null
132,AMPHAROS,ELECTRIC,8,8,12,9,6,100,SI,null
133,SHINX,ELECTRIC,7,3,4,3,5,100,UN,null
134,LUXIO,ELECTRIC,9,5,6,5,6,100,KS,null
135,LUXRAY,ELECTRIC,12,8,10,8,7,100,KA,null
136,TYNAMO,ELECTRIC,6,4,5,4,6,100,JO,null
137,EELEKTRIK,ELECTRIC,9,7,8,7,4,100,HO,null
138,EELEKTROSS,ELECTRIC,12,8,11,8,5,100,SI,null
139,ELEKID,ELECTRIC,8,4,7,6,8,100,UN,null
140,ELECTABUZZ,ELECTRIC,8,6,10,9,11,100,KS,null
141,ELECTIVIRE,ELECTRIC,12,7,10,9,10,100,KA,null
142,MAGBY,FIRE,8,4,7,6,8,100,JO,null
143,MAGMAR,FIRE,10,6,10,9,10,100,HO,null
144,MAGMORTAR,FIRE,10,7,13,10,8,100,SI,null
145,POLIWAG,WATER,5,4,4,4,9,100,JO,null
146,POLIWHIRL,WATER,7,7,5,5,9,100,HO,null
147,POLIWRATH,WATER,9,10,7,9,7,100,SI,null
148,POLITOED,WATER,8,8,9,10,7,100,UN,null
149,AZURILL,NORMAL,2,4,2,4,2,100,UN,null
150,MARILL,WATER,2,5,2,5,4,100,KS,null
151,AZUMARILL,WATER,5,8,5,8,5,100,KA,null
152,TYMPOLE,WATER,5,4,5,4,6,100,JO,null
153,PALPITOAD,WATER,7,6,7,6,7,100,HO,null
154,SEISMITOAD,WATER,9,8,9,8,7,100,SI,null
155,HORSEA,WATER,4,7,7,3,6,100,UN,null
156,SEADRA,WATER,7,10,10,5,9,100,KS,null
157,KINGDRA,WATER,10,10,10,10,9,100,KA,null
158,SPHEAL,ICE,4,5,6,5,3,100,JO,TR015
159,SEALEO,ICE,6,7,8,7,5,100,SI,TR031
160,WALREIN,ICE,8,9,10,9,7,100,UN,TR043
161,VANILLITE,ICE,5,5,7,6,5,100,KS,TR053
162,VANILLISH,ICE,7,7,8,8,6,100,KA,null
163,VANILLUXE,ICE,10,9,11,10,8,100,JO,null
164,RALTS,PSYCHIC,3,3,5,4,4,100,KA,TR006
165,KIRLIA,PSYCHIC,4,4,7,6,5,100,HO,TR023
166,GARDEVOIR,PSYCHIC,7,7,13,12,8,100,KS,TR052
167,GALLADE,PSYCHIC,13,7,7,12,8,100,KA,null
168,ABRA,PSYCHIC,2,2,11,6,9,100,JO,null
169,KADABRA,PSYCHIC,4,3,12,7,11,100,HO,null
170,ALAKAZAM,PSYCHIC,5,5,14,9,12,100,SI,null
171,GOTHITA,PSYCHIC,3,5,6,7,5,100,UN,null
172,GOTHORITA,PSYCHIC,5,7,8,9,6,100,KS,null
173,GOTHITELLE,PSYCHIC,6,10,10,11,7,100,KA,null
174,SOLOSIS,PSYCHIC,3,4,11,5,2,100,JO,null
175,DUOSION,PSYCHIC,4,5,13,6,3,100,HO,null
176,REUNICLUS,PSYCHIC,7,8,13,9,3,100,SI,null
177,MACHOP,FIGHTING,8,5,4,4,4,100,JO,TR013
178,MACHOKE,FIGHTING,10,7,5,6,5,100,HO,TR018
179,MACHAMP,FIGHTING,13,8,7,9,6,100,SI,TR027
180,TIMBURR,FIGHTING,8,6,3,4,4,100,KS,TR048
181,GURDURR,FIGHTING,11,9,4,5,4,100,KA,null
182,CONKELDURR,FIGHTING,14,10,6,7,5,100,JO,null
183,GEODUDE,ROCK,8,10,3,3,2,100,KA,TR001
184,GRAVELER,ROCK,10,12,5,5,4,100,HO,TR017
185,GOLEM,ROCK,11,13,6,7,5,100,SI,TR025
186,ROGGENROLA,ROCK,8,9,3,3,2,100,KS,TR047
187,BOLDORE,ROCK,11,11,5,4,2,100,KA,null
188,GIGALITH,ROCK,14,13,6,7,3,100,JO,null
189,RHYHORN,GROUND,9,10,3,3,3,100,KA,TR008
190,RHYDON,GROUND,13,12,5,5,4,100,UN,TR041
191,RHYPERIOR,GROUND,14,13,6,6,4,100,KA,null
192,SWINUB,ICE,5,4,3,3,5,100,HO,null
193,PILOSWINE,ICE,10,8,6,6,5,100,SI,null
194,MAMOSWINE,ICE,13,8,7,6,8,100,UN,null
195,SANDILE,GROUND,7,4,4,4,7,100,JO,null
196,KROKOROK,GROUND,8,5,5,5,7,100,HO,null
197,KROOKODILE,GROUND,12,7,7,7,9,100,SI,null
198,ARON,STEEL,7,10,4,4,3,100,JO,TR014
199,LAIRON,STEEL,9,14,5,5,4,100,SI,TR030
200,AGGRON,STEEL,11,18,6,6,5,100,KA,null
201,KLINK,STEEL,6,7,5,6,3,100,JO,null
202,KLANG,STEEL,8,10,7,9,5,100,HO,null
203,KLINKLANG,STEEL,10,12,7,9,9,100,SI,null
204,GASTLY,GHOST,4,3,10,4,8,100,JO,TR012
205,HAUNTER,GHOST,5,5,12,6,10,100,SI,TR029
206,GENGAR,GHOST,7,6,13,8,11,100,KA,null
207,DUSKULL,GHOST,4,9,3,9,3,100,JO,null
208,DUSCLOPS,GHOST,7,13,6,13,3,100,HO,null
209,DUSKNOIR,GHOST,10,14,7,14,5,100,SI,null
210,LITWICK,GHOST,3,6,7,6,2,100,UN,null
211,LAMPENT,GHOST,4,6,10,6,6,100,KS,null
212,CHANDELURE,GHOST,6,9,15,9,8,100,KA,null
213,TRAPINCH,GROUND,10,5,5,5,1,100,UN,null
214,VIBRAVA,GROUND,7,5,5,5,7,100,KS,null
215,FLYGON,GROUND,10,8,8,8,10,100,KA,null
216,AXEW,DRAGON,9,6,3,4,6,100,JO,TR016
217,FRAXURE,DRAGON,12,7,4,5,7,100,UN,TR044
218,HAXORUS,DRAGON,15,9,6,7,10,100,JO,null
219,RATTATA,NORMAL,6,4,3,4,7,100,KS,null
220,RATICATE,NORMAL,8,6,5,7,10,100,KA,null
221,SENTRET,NORMAL,5,3,4,5,2,100,JO,null
222,FURRET,NORMAL,8,6,5,6,9,100,HO,null
223,ZIGZAGOON,NORMAL,3,4,3,4,6,100,SI,null
224,LINOONE,NORMAL,7,6,5,6,10,100,UN,null
225,BIDOOF,NORMAL,5,4,4,4,3,100,KS,null
226,BIBAREL,NORMAL,9,6,6,6,7,100,KA,null
227,PATRAT,NORMAL,6,4,4,4,4,100,JO,null
228,WATCHOG,NORMAL,9,7,6,7,8,100,HO,null
229,MEOWTH,NORMAL,5,4,4,4,9,100,SI,null
230,PERSIAN,NORMAL,7,6,7,7,12,100,UN,null
231,SKITTY,NORMAL,5,5,4,4,5,100,KS,null
232,DELCATTY,NORMAL,7,7,6,6,7,100,KA,null
233,GLAMEOW,NORMAL,6,4,4,4,9,100,JO,null
234,PURUGLY,NORMAL,8,6,6,6,11,100,HO,null
235,MINCCINO,NORMAL,5,4,4,4,8,100,SI,null
236,CINCCINO,NORMAL,10,6,7,6,12,100,UN,null
237,BUNEARY,NORMAL,7,4,4,6,9,100,KS,null
238,LOPUNNY,NORMAL,8,8,5,10,11,100,KA,null
239,SNUBBULL,NORMAL,8,5,4,4,3,100,JO,null
240,GRANBULL,NORMAL,12,8,6,6,5,100,HO,null
241,AIPOM,NORMAL,7,6,4,6,9,100,SI,null
242,AMBIPOM,NORMAL,10,7,6,7,12,100,UN,null
243,DEERLING,NORMAL,6,5,4,5,8,100,KS,null
244,SAWSBUCK,NORMAL,10,7,6,7,10,100,KA,null
245,TEDDIURSA,NORMAL,8,5,5,5,4,100,JO,null
246,URSARING,NORMAL,13,8,8,8,6,100,HO,null
247,LICKITUNG,NORMAL,6,8,6,8,3,100,SI,null
248,LICKILICKY,NORMAL,9,10,8,10,5,100,UN,null
249,MUNCHLAX,NORMAL,9,4,4,9,1,100,KS,null
250,SNORLAX,NORMAL,11,7,7,11,3,100,KA,null
251,BURMY,BUG,3,5,3,5,4,100,HO,null
252,WORMADAM,BUG,6,9,8,11,4,100,SI,null
253,MOTHIM,BUG,9,5,9,5,7,100,UN,null
254,NINCADA,BUG,5,9,3,3,4,100,KS,null
255,NINJASK,BUG,9,5,5,5,16,100,KA,null
256,SHEDINJA,BUG,9,5,3,3,4,100,JO,null
257,PARAS,BUG,7,6,5,6,3,100,HO,null
258,PARASECT,BUG,10,8,6,8,3,100,SI,null
259,VENONAT,BUG,6,5,4,6,5,100,UN,null
260,VENOMOTH,BUG,7,6,9,8,9,100,KS,null
261,LEDYBA,BUG,2,3,4,8,6,100,KA,null
262,LEDIAN,BUG,4,5,6,11,9,100,JO,null
263,SPINARAK,BUG,6,4,4,4,3,100,HO,null
264,ARIADOS,BUG,9,7,6,6,4,100,SI,null
265,YANMA,BUG,7,5,8,5,10,100,UN,null
266,YANMEGA,BUG,8,9,12,6,10,100,KS,null
267,PINECO,BUG,7,9,4,4,2,100,KA,null
268,FORRETRESS,BUG,9,14,6,6,4,100,JO,null
269,SURSKIT,BUG,3,3,5,5,7,100,HO,null
270,MASQUERAIN,BUG,6,6,8,8,6,100,SI,null
271,KRICKETOT,BUG,3,4,3,4,3,100,UN,null
272,KRICKETUNE,BUG,9,5,6,5,7,100,KS,null
273,COMBEE,BUG,3,4,3,4,7,100,KA,null
274,VESPIQUEN,BUG,8,10,8,10,4,100,JO,null
275,DWEBBLE,BUG,7,9,4,4,6,100,HO,null
276,CRUSTLE,BUG,10,13,7,8,5,100,SI,null
277,KARRABLAST,BUG,8,5,4,5,6,100,UN,null
278,ESCAVALIER,BUG,14,11,6,11,2,100,KS,null
279,SHELMET,BUG,4,9,4,7,3,100,KA,null
280,ACCELGOR,BUG,7,4,10,6,15,100,JO,null
281,JOLTIK,BUG,5,5,6,5,7,100,HO,null
282,GALVANTULA,BUG,8,6,10,6,11,100,SI,null
283,SCYTHER,BUG,11,8,6,8,11,100,UN,null
284,SCIZOR,BUG,13,10,6,8,7,100,KS,null
285,LARVESTA,BUG,9,6,5,6,6,100,KA,null
286,VOLCARONA,BUG,6,7,14,11,10,100,JO,null
287,SPEAROW,NORMAL,6,3,3,3,7,100,JO,null
288,FEAROW,NORMAL,9,7,6,6,10,100,HO,null
289,DODUO,NORMAL,9,5,4,4,8,100,SI,null
290,DODRIO,NORMAL,11,7,6,6,10,100,UN,null
291,HOOTHOOT,NORMAL,3,3,4,6,5,100,KS,null
292,NOCTOWL,NORMAL,5,5,8,10,7,100,KA,null
293,TAILLOW,NORMAL,6,3,3,3,9,100,JO,null
294,SWELLOW,NORMAL,9,6,5,5,13,100,HO,null
295,RUFFLET,NORMAL,8,5,4,5,6,100,SI,null
296,BRAVIARY,NORMAL,12,8,6,8,8,100,UN,null
297,SWABLU,NORMAL,4,6,4,8,5,100,KS,null
298,ALTARIA,DRAGON,7,9,7,11,8,100,HO,null
299,EKANS,POISON,6,4,4,5,6,100,JO,null
300,ARBOK,POISON,9,7,7,8,8,100,HO,null
301,STUNKY,POISON,6,5,4,4,7,100,SI,null
302,SKUNTANK,POISON,9,7,7,6,8,100,UN,null
303,GRIMER,POISON,8,5,4,5,3,100,KS,null
304,MUK,POISON,11,8,7,10,5,100,KA,null
305,KOFFING,POISON,7,10,6,5,4,100,JO,null
306,WEEZING,POISON,9,12,9,7,6,100,HO,null
307,GULPIN,POISON,4,5,4,5,4,100,SI,null
308,SWALOT,POISON,7,8,7,8,6,100,UN,null
309,TRUBBISH,POISON,5,6,4,6,7,100,KS,null
310,GARBODOR,POISON,10,8,6,8,8,100,UN,null
311,SKORUPI,POISON,5,9,3,6,7,100,SI,null
312,DRAPION,POISON,9,11,6,8,10,100,JA,null
313,CROAGUNK,POISON,6,4,6,4,5,100,UN,null
314,TOXICROAK,POISON,11,7,9,7,9,100,HO,null
315,SANDSHREW,GROUND,8,9,2,3,4,100,JO,null
316,SANDSLASH,GROUND,10,11,5,6,7,100,HO,null
317,DIGLETT,GROUND,6,3,4,5,10,100,SI,null
318,DUGTRIO,GROUND,8,5,5,7,12,100,UN,null
319,CUBONE,GROUND,5,10,4,5,4,100,KS,null
320,MAROWAK,GROUND,8,11,5,8,5,100,KA,null
321,GLIGAR,GROUND,8,11,4,7,9,100,JO,null
322,GLISCOR,GROUND,10,13,5,8,10,100,HO,null
323,PHANPY,GROUND,6,6,4,4,4,100,SI,null
324,DONPHAN,GROUND,12,12,6,6,5,100,UN,null
325,BALTOY,GROUND,4,6,4,7,6,100,KS,null
326,CLAYDOL,GROUND,7,11,7,12,8,100,KA,null
327,HIPPOPOTAS,GROUND,7,8,4,4,3,100,JO,null
328,HIPPOWDON,GROUND,11,12,7,7,5,100,HO,null
329,DRILBUR,GROUND,9,4,3,5,7,100,SI,null
330,EXCADRILL,GROUND,14,6,5,7,9,100,UN,null
331,GOLETT,GROUND,7,6,4,5,4,100,KS,null
332,GOLURK,GROUND,12,8,6,8,6,100,SI,null
333,BONSLY,ROCK,8,10,1,5,1,100,HO,null
334,SUDOWOODO,ROCK,10,12,3,7,3,100,SI,null
335,NOSEPASS,ROCK,5,14,5,9,4,100,UN,null
336,PROBOPASS,ROCK,6,15,8,15,4,100,KS,null
337,ONIX,ROCK,5,16,3,5,7,100,JO,null
338,STEELIX,STEEL,9,20,6,7,3,100,UN,null
339,BRONZOR,STEEL,2,9,2,9,2,100,KS,null
340,BRONZONG,STEEL,9,12,8,12,3,100,SI,null
341,SUNKERN,GRASS,3,3,3,3,3,100,HO,null
342,SUNFLORA,GRASS,8,6,11,9,3,100,SI,null
343,TANGELA,GRASS,6,12,10,4,6,100,UN,null
344,TANGROWTH,GRASS,10,13,11,5,5,100,KS,null
345,CHERUBI,GRASS,4,5,6,5,4,100,KA,null
346,CHERRIM,GRASS,6,7,9,8,9,100,JO,null
347,COTTONEE,GRASS,3,6,4,5,7,100,HO,null
348,WHIMSICOTT,GRASS,7,9,8,8,12,100,SI,null
349,PETILIL,GRASS,4,5,7,5,3,100,UN,null
350,LILLIGANT,GRASS,6,8,11,8,9,100,KS,null
351,FOONGUS,GRASS,6,5,6,6,2,100,KA,null
352,AMOONGUSS,GRASS,9,7,9,8,3,100,JO,null
353,SHROOMISH,GRASS,4,6,4,6,4,100,HO,null
354,BRELOOM,GRASS,13,8,6,6,7,100,SI,null
355,FERROSEED,GRASS,5,9,2,9,1,100,UN,null
356,FERROTHORN,GRASS,9,13,5,12,2,100,KS,null
357,CACNEA,GRASS,9,4,9,4,4,100,KA,null
358,CACTURNE,GRASS,12,6,12,6,6,100,JO,null
359,EXEGGCUTE,GRASS,4,8,6,5,4,100,HO,null
360,EXEGGUTOR,GRASS,10,9,13,7,6,100,SI,null
361,SNOVER,GRASS,6,5,6,6,4,100,UN,null
362,ABOMASNOW,GRASS,9,8,9,9,6,100,KS,null
363,VULPIX,FIRE,4,4,5,7,7,100,UN,null
364,NINETALES,FIRE,8,8,8,10,10,100,KS,null
365,GROWLITHE,FIRE,7,5,7,5,6,100,KA,null
366,ARCANINE,FIRE,11,8,10,8,10,100,JO,null
367,PONYTA,FIRE,9,6,7,7,9,100,HO,null
368,RAPIDASH,FIRE,10,7,8,8,11,100,SI,null
369,SLUGMA,FIRE,4,4,7,4,2,100,UN,null
370,MAGCARGO,FIRE,5,12,8,8,3,100,KS,null
371,NUMEL,FIRE,6,4,7,5,4,100,KA,null
372,CAMERUPT,FIRE,10,7,11,8,4,100,JO,null
373,DARUMAKA,FIRE,9,5,2,5,5,100,HO,null
374,DARMANITAN,FIRE,14,6,3,6,10,100,SI,null
375,CLAMPERL,WATER,6,9,7,6,3,100,JO,null
376,HUNTAIL,WATER,10,11,9,8,5,100,HO,null
377,GOREBYSS,WATER,8,11,11,8,5,100,SI,null
378,SLOWPOKE,WATER,7,7,4,4,2,100,UN,null
379,SLOWBRO,WATER,8,11,10,8,3,100,KS,null
380,SLOWKING,WATER,8,8,10,11,3,100,KA,null
381,GOLDEEN,WATER,7,6,4,5,6,100,JO,null
382,SEAKING,WATER,9,7,7,8,7,100,HO,null
383,BARBOACH,WATER,5,4,5,4,6,100,SI,null
384,WHISCASH,WATER,8,7,8,7,6,100,UN,null
385,FINNEON,WATER,5,6,5,6,7,100,KS,null
386,LUMINEON,WATER,7,8,7,9,9,100,KA,null
387,CHINCHOU,WATER,4,4,6,6,7,100,JO,null
388,LANTURN,WATER,6,6,8,8,7,100,HO,null
389,CARVANHA,WATER,9,2,7,2,7,100,SI,null
390,SHARPEDO,WATER,12,4,10,4,10,100,UN,null
391,WINGULL,WATER,3,3,6,3,9,100,KS,null
392,PELIPPER,WATER,5,10,9,7,7,100,KA,null
393,DUCKLETT,WATER,4,5,4,5,6,100,JO,null
394,SWANNA,WATER,9,6,9,6,10,100,HO,null
395,TENTACOOL,WATER,4,4,5,10,7,100,SI,null
396,TENTACRUEL,WATER,7,7,8,12,10,100,UN,null
397,FRILLISH,WATER,4,5,7,9,4,100,KS,null
398,JELLICENT,WATER,6,7,9,11,6,100,KA,null
399,SHELLDER,WATER,7,10,5,3,4,100,JO,null
400,CLOYSTER,WATER,10,18,9,5,7,100,HO,null
401,KRABBY,WATER,11,9,3,3,5,100,SI,null
402,KINGLER,WATER,13,12,5,5,8,100,UN,null
403,CORPHISH,WATER,8,7,5,4,4,100,KS,null
404,CRAWDAUNT,WATER,12,9,9,6,6,100,KA,null
405,STARYU,WATER,5,6,7,6,9,100,JO,null
406,STARMIE,WATER,8,9,10,9,12,100,HO,null
407,PSYDUCK,WATER,5,5,7,5,6,100,SI,null
408,GOLDUCK,WATER,8,8,10,8,9,100,UN,null
409,WOOPER,WATER,5,5,3,3,2,100,KS,null
410,QUAGSIRE,WATER,9,9,7,7,4,100,KA,null
411,SEEL,WATER,5,6,5,7,5,100,JO,null
412,DEWGONG,WATER,7,8,7,10,7,100,HO,null
413,SHELLOS,WATER,5,5,6,6,3,100,SI,null
414,GASTRODON,WATER,8,7,9,8,4,100,UN,null
415,BUIZEL,WATER,7,4,6,3,9,100,KS,null
416,FLOATZEL,WATER,11,6,9,5,12,100,KA,null
417,REMORAID,WATER,7,4,7,4,7,100,JO,null
418,OCTILLERY,WATER,11,8,11,8,5,100,HO,null
419,MANTYKE,WATER,2,5,6,12,5,100,SI,null
420,MANTINE,WATER,4,7,8,14,7,100,UN,null
421,MAGIKARP,WATER,1,6,2,2,8,100,KS,null
422,GYARADOS,WATER,13,8,6,10,8,100,KA,null
423,FEEBAS,WATER,2,2,1,6,8,100,JO,null
424,MILOTIC,WATER,6,8,10,13,8,100,HO,null
425,WAILMER,WATER,7,4,7,4,6,100,SI,null
426,WAILORD,WATER,9,5,9,5,6,100,UN,null
427,SNORUNT,ICE,5,5,5,5,5,100,KS,null
428,GLALIE,ICE,8,8,8,8,8,100,KA,null
429,FROSLASS,ICE,8,7,8,7,11,100,JO,null
430,CUBCHOO,ICE,7,4,6,4,4,100,HO,null
431,BEARTIC,ICE,11,8,7,8,5,100,SI,null
432,VOLTORB,ELECTRIC,3,5,6,6,10,100,JO,null
433,ELECTRODE,ELECTRIC,5,7,8,8,14,100,HO,null
434,ELECTRIKE,ELECTRIC,5,4,7,4,7,100,SI,null
435,MANECTRIC,ELECTRIC,8,6,11,6,11,100,UN,null
436,BLITZLE,ELECTRIC,6,3,5,3,8,100,KS,null
437,ZEBSTRIKA,ELECTRIC,10,6,8,6,12,100,KS,null
438,NATU,PSYCHIC,5,5,7,5,7,100,UN,null
439,XATU,PSYCHIC,8,7,10,7,10,100,KS,null
440,WOOBAT,PSYCHIC,5,4,6,4,7,100,KA,null
441,SWOOBAT,PSYCHIC,6,6,8,6,11,100,JO,null
442,SPOINK,PSYCHIC,3,4,7,8,6,100,HO,null
443,GRUMPIG,PSYCHIC,5,7,9,11,8,100,SI,null
444,MUNNA,PSYCHIC,3,5,7,6,2,100,UN,null
445,MUSHARNA,PSYCHIC,6,9,11,10,3,100,KS,null
